'2014-09-12', ' USD_JPY', 'hold', ' 107.126', ' 107.35249999999999', ' 107.3965', ' 107.0515', ' 107.25851580304665', 1.2299999999999898, 1.2229999999999848, 2.1689999999999827, 1.7639999999999958, 2.4599999999999937, 2.1089999999999947, 0.011590379043086902, 0.011523657418530989, 0.020621105021224644, 0.016706364802985135, 0.02345258240579635, 0.0200392423285048, 267.3351924861128, 463.21967743558434, 200.42497233956968, 200.42497233956968, 921.8988674810704, 921.8988674810704, 273.8900344725081, 350.96509026251874, 458.0700950754257, 659.6682645035927, 320.9351412396224, 1599.7013197258775, 0.03058564893703823, 0.0, 0.03144215987701762, 0.035022175086772016, 107.28825, -0.12400000000002365, 12420, 16893, 19626, -6492, 13100, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 22.649999999998727, ' 16674.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-09-14', ' USD_JPY', 'sell', ' 107.2055', ' 107.32900000000001', ' 107.3515', ' 107.193', ' 107.30587361282367', 0.20750000000001023, 0.48750000000001137, 1.2065000000000055, 0.0, 2.245500000000007, 1.7405000000000115, 0.0019370527858554095, 0.004562833730338973, 0.011368936841857339, 0.0, 0.021368721064677205, 0.016483802686845742, 122.6063612400062, 179.26280541635904, 152.33587790232184, 204.53652581822416, 262.8461771067491, 458.0213478106932, 85.80436226854542, 85.80436226854542, 291.7815453081613, 339.0449083537453, 271.4058909718907, 347.93032600207715, 0.019815950628780023, 0.02851365790318495, 0.030360048576077804, 0.0, 107.300625, 0.0, 580, 0, 12420, 16893, 19626, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 12.350000000000705, ' 811.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-09-15', ' USD_JPY', 'hold', ' 107.3335', ' 107.1515', ' 107.3655', ' 107.0095', ' 107.2043836290997', -0.2009999999999934, 0.030000000000001137, 0.3100000000000023, 1.9679999999999893, 0.0, 2.067999999999998, -0.0018723364616566305, 0.00028005582446101983, 0.002901494269548839, 0.018710158912757124, 0.0, 0.019679588137052895, 28.98549884478139, 83.82087329036271, 91.13473561440668, 150.47230179133592, 131.34238541190004, 181.20752355521518, 843.9919209333765, 843.9919209333765, 39.88762924504743, 39.88762924504743, 272.20074217311367, 315.8834549883273, 0.021536334818981342, 0.018129385662772536, 0.026812708725629728, 0.028656045849673354, 107.1695, 0.1419999999999959, -2176, 580, 0, 12420, 16893, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -18.200000000000216, ' 10763.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-09-16', ' USD_JPY', 'buy', ' 107.1465', ' 107.1495', ' 107.3335', ' 106.81049999999999', ' 107.09311746656175', 0.0, -0.20299999999998875, 0.028000000000005798, 1.019999999999996, 1.965999999999994, 0.0, 0.0, -0.0018909666752054098, 0.00026138543616366274, 0.009610899891170654, 0.01869114452361819, 0.0, 64.81834324697188, 64.81834324697188, 28.405788867887082, 83.43058454457766, 90.78012574820359, 150.14790175049134, 183.17040517038794, 183.17040517038794, 843.2167274353912, 843.2167274353912, 64.81834324697188, 64.81834324697188, 0.014783806948673456, 0.02151726767881407, 0.01811038211385982, 0.026793543101093942, 107.11075, 0.48100000000000875, 5650, -2176, 580, 0, 12420, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 0.30000000000001137, ' 19065.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-09-17', ' USD_JPY', 'buy', ' 107.1545', ' 108.54650000000001', ' 108.6825', ' 107.1365', ' 107.91144328002899', 1.2175000000000011, 0.0, 1.1940000000000168, 2.4240000000000066, 2.4170000000000016, 3.3629999999999995, 0.011343625674328476, 0.0, 0.011122237488647371, 0.022841527480034925, 0.022774063761725076, 0.03197269533719642, 853.9426789005054, 853.9426789005054, 91.20309888725136, 91.20309888725136, 433.33320772950776, 356.0472734760631, 495.41537814415193, 727.3390634834232, 301.9124265267837, 301.9124265267837, 1384.6893857793336, 1384.6893857793336, 0.032954745511902514, 0.028014414448543287, 0.03483566508568306, 0.03138436102942235, 108.22800000000001, 0.20300000000001717, 31846, 5650, -2176, 580, 0, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 139.200000000001, ' 38646.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-09-18', ' USD_JPY', 'buy', ' 108.54150000000001', ' 108.8085', ' 108.964', ' 108.372', ' 108.67272123510739', 1.6569999999999965, 1.4794999999999874, 0.0, 1.9669999999999987, 2.685999999999993, 2.678999999999988, 0.015464085897070937, 0.013784718016565767, 0.0, 0.01841044912323394, 0.025310372446936256, 0.025242745890633498, 505.3369367031133, 505.3369367031133, 1019.2422591531237, 1019.2422591531237, 73.73309565319266, 73.73309565319266, 327.3210730548695, 398.9886883428425, 545.4631240758121, 785.2949086630957, 324.1818678978459, 324.1818678978459, 0.0, 0.0354480008754942, 0.030495745275290385, 0.03733346044760109, 108.73825000000001, -0.2914999999999992, 11513, 31846, 5650, -2176, 580, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 26.69999999999817, ' 24257.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-09-19', ' USD_JPY', 'hold', ' 108.806', ' 109.0375', ' 109.466', ' 108.59299999999999', ' 109.00777547722144', 1.887999999999991, 1.8859999999999957, 1.7084999999999866, 1.9159999999999968, 2.195999999999998, 2.914999999999992, 0.017620240878398787, 0.017601246832755452, 0.015918344529437398, 0.01788623198890976, 0.020553811019126445, 0.027468256024876837, 425.81253808554914, 719.7323208944337, 569.6627613306914, 569.6627613306914, 1163.7216632670604, 1163.7216632670604, 425.5318394447024, 456.3815403084668, 354.40563519744035, 429.086387037089, 589.2071462832577, 835.9509718163235, 0.0366407278708161, 0.0, 0.03762722025817558, 0.03266454206660761, 109.0335, -0.5840000000000032, 601, 11513, 31846, 5650, -2176, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 23.149999999999693, ' 32794.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-09-21', ' USD_JPY', 'sell', ' 109.03999999999999', ' 108.951', ' 109.215', ' 108.9145', ' 108.98541700879765', 0.1424999999999983, 0.40449999999998454, 1.80149999999999, 0.0, 1.5985000000000014, 1.829499999999996, 0.0013096403314079167, 0.0037265135218545464, 0.016812957596628916, 0.0, 0.01489019817889664, 0.017078737695047176, 97.80403753310088, 208.14825799662637, 117.36739214958574, 357.3352506012299, 409.2733443071925, 687.9286416202198, 12.146418586878871, 12.146418586878871, 550.5795505566507, 434.98317231126794, 410.19496273138276, 442.35123854190687, 0.026653160262903635, 0.026585445140135267, 0.03581835554055516, 0.0, 109.00787499999998, 0.0, -1290, 0, 601, 11513, 31846, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -8.899999999999864, ' 1705.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-09-22', ' USD_JPY', 'sell', ' 108.948', ' 108.74600000000001', ' 109.19649999999999', ' 108.6675', ' 108.91888132669658', -0.291499999999985, -0.06249999999998579, 0.19950000000000045, 1.4170000000000016, 0.0, 1.3935000000000173, -0.0026733921815887654, -0.0005744036541261555, 0.0018379219965636887, 0.013202396370039797, 0.0, 0.01298060129014245, 17.52577118834456, 61.60293444217382, 63.175665004112375, 179.11981440447641, 104.1073671340645, 320.65484668955423, 979.8101073753113, 979.8101073753113, 14.839316665537114, 14.839316665537114, 491.15927792485, 394.97857586821146, 0.017825470439857292, 0.024721430422389286, 0.024653842711027583, 0.03386938065380977, 108.839, 0.07850000000000534, -14268, -1290, 0, 601, 11513, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -20.199999999998397, ' 20291.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-09-23', ' USD_JPY', 'buy', ' 108.751', ' 108.55449999999999', ' 108.9935', ' 108.251', ' 108.66014233250826', 0.0, -0.4830000000000041, -0.2540000000000049, 1.4029999999999916, 1.2254999999999825, 0.0, 0.0, -0.004429668691963812, -0.002334376450369272, 0.013093610448757054, 0.011418162845083644, 0.0, 40.87541537031288, 40.87541537031288, -4.410079678112166, 39.37939369843581, 30.827697495319804, 152.00300002448762, 433.988642138025, 433.988642138025, 858.9899943280548, 858.9899943280548, 40.87541537031288, 40.87541537031288, 0.013377333215087474, 0.01603309575399067, 0.02291691205917678, 0.022849443368714473, 108.58837499999998, 0.3819999999999908, -4497, -14268, -1290, 0, 601, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -19.650000000001455, ' 24643.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-09-24', ' USD_JPY', 'sell', ' 108.55850000000001', ' 109.3305', ' 109.345', ' 108.491', ' 108.78575795247576', 0.3795000000000073, 0.0, 0.29300000000000637, 2.1809999999999974, 2.179000000000002, 2.001499999999993, 0.0034832172260925304, 0.0, 0.002687148916657172, 0.020354738006243586, 0.020335692920771076, 0.018648268408351824, 138.4358940313156, 138.4358940313156, 98.30209621755336, 98.30209621755336, 84.47879902877531, 129.4340548845413, 481.8354719243764, 827.4603905747202, 651.9661089982934, 651.9661089982934, 1348.579590801491, 1348.579590801491, 0.018425281199785835, 0.02062144387447901, 0.023296191086796838, 0.030229216235953718, 109.12424999999999, 0.28899999999998727, 22807, -4497, -14268, -1290, 0, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 77.19999999999914, ' 23609.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-09-25', ' USD_JPY', 'buy', ' 109.3335', ' 108.6325', ' 109.3765', ' 108.4795', ' 108.9313849135614', -0.11350000000001614, -0.3185000000000002, 0.0, 0.08599999999998431, 1.4829999999999899, 1.4809999999999945, -0.0010437165504939595, -0.0029233325072739146, 0.0, 0.0007922871764633987, 0.013840475223869358, 0.013821551728160544, -6.616255838139158, -6.616255838139158, -93.84356278084803, -93.84356278084803, 17.056854285745683, 17.056854285745683, 96.76584108888407, 300.3464279384513, 348.3746943834173, 570.8249208244158, 455.89874834305255, 455.89874834305255, 0.0, 0.011923336671246605, 0.014105478358686125, 0.016763149150844914, 108.78025, 0.1384999999999934, -23286, 22807, -4497, -14268, -1290, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -70.10000000000076, ' 35343.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-09-26', ' USD_JPY', 'hold', ' 108.638', ' 109.2885', ' 109.5415', ' 108.4845', ' 109.09086189945268', 0.7340000000000089, 0.5424999999999898, 0.3375000000000057, 0.480000000000004, 0.7419999999999902, 2.138999999999996, 0.006761580588552377, 0.004988689239144334, 0.0030977228295289232, 0.004411420063689914, 0.006835780057394667, 0.01996276230873682, 139.73062091170152, 127.19369875332563, 117.39128215666048, 117.39128215666048, 124.45919319161484, 124.45919319161484, 154.81416303814834, 255.93898830078015, 139.19792113855567, 417.7237204558235, 473.80488072563656, 812.0181416785696, 0.018256948261886268, 0.0, 0.01803404671526054, 0.02022936572023358, 109.15074999999999, -0.10000000000000853, 15429, -23286, 22807, -4497, -14268, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 65.04999999999939, ' 29598.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-09-28', ' USD_JPY', 'hold', ' 109.304', ' 109.404', ' 109.51750000000001', ' 109.2525', ' 109.41777999210734', 0.7715000000000032, 0.07349999999999568, 0.8495000000000061, 0.0, 0.36650000000000205, 0.5955000000000013, 0.007101926219133347, 0.0006722735192832346, 0.007825562275170594, 0.0, 0.003361228934999446, 0.005472918016515266, 103.06576331485401, 121.75353009129846, 106.90865258680856, 133.80658446051794, 155.28617437223284, 152.46874043184496, 57.169789747245446, 57.169789747245446, 92.8980420506255, 137.96371673657518, 174.32429487765268, 272.2940382270899, 0.021040695476880367, 0.02102163758790122, 0.019333078664666478, 0.0, 109.39450000000001, 0.0, 363, 0, 15429, -23286, 22807, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 9.999999999999432, ' 2534.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-09-29', ' USD_JPY', 'buy', ' 109.40100000000001', ' 109.40549999999999', ' 109.74449999999999', ' 109.12450000000001', ' 109.44862490847153', 0.11699999999999022, 0.7729999999999961, 0.07499999999998863, 0.4544999999999959, 0.0, 0.367999999999995, 0.0010705609464855884, 0.007115734241594331, 0.0006859933870236451, 0.004171600077098842, 0.0, 0.0033749856700675917, 87.13338816145716, 99.15022404409297, 103.23298737647818, 121.93515950595524, 107.08429659434356, 134.02699046184438, 163.3942883879194, 163.3942883879194, 45.322573335066934, 45.322573335066934, 93.06986333678492, 138.1377914682485, 0.007913659123048467, 0.021054694608934114, 0.021035636458658916, 0.01934705438418304, 109.41999999999999, -0.33899999999999864, -2938, 363, 0, 15429, -23286, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 0.4499999999978854, ' 31411.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-09-30', ' USD_JPY', 'sell', ' 109.41050000000001', ' 109.6645', ' 109.84899999999999', ' 109.186', ' 109.58587760233333', 0.0, 0.3760000000000048, 1.0320000000000107, 0.9184999999999945, 0.7135000000000105, 0.0, 0.0, 0.003440435178449743, 0.009499919453202409, 0.008446287679546784, 0.006548815522574465, 0.0, 72.17193481569754, 72.17193481569754, 111.63669710154278, 127.05195589359964, 132.10700868372408, 153.29650510350817, 188.46877344636297, 188.46877344636297, 249.58394356607573, 249.58394356607573, 72.17193481569754, 72.17193481569754, 0.007867032446913695, 0.010299733294026015, 0.02347187807689257, 0.02345277480949875, 109.59100000000001, -0.5234999999999843, 13227, -2938, 363, 0, 15429, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 25.399999999999068, ' 29829.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-10-01', ' USD_JPY', 'sell', ' 109.65950000000001', ' 109.007', ' 110.094', ' 108.8665', ' 109.54410742024659', -0.39699999999999136, 0.0, -0.2814999999999941, 0.4525000000000148, 0.2609999999999957, 0.056000000000011596, -0.0036287521480018224, 0.0, -0.0025757513370573675, 0.004168413101253424, 0.002400088279109077, 0.0005139925287515636, -92.64147447490738, -92.64147447490738, 11.446027580771998, 11.446027580771998, 49.432351047081916, 56.220339325840676, 101.81816810529827, 65.59262314723718, 64.17768162993022, 64.17768162993022, 30.78201970648305, 30.78201970648305, -0.0002797202797201817, 0.0018243060055051757, 0.004242421450714635, 0.017335591859971362, 109.24362500000001, -0.04399999999998272, -35144, 13227, -2938, 363, 0, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -65.25000000000034, ' 45578.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-10-02', ' USD_JPY', 'buy', ' 109.003', ' 108.5145', ' 109.08', ' 108.00800000000001', ' 108.54533604148395', -0.8909999999999911, -0.8894999999999982, 0.0, -0.8160000000000025, -0.03999999999999204, -0.23150000000001114, -0.00814401469761567, -0.00813041570692112, 0.0, -0.007463608050818413, -0.00036847850618806265, -0.0021288139333861577, -98.38708090531553, -98.38708090531553, -278.49046094698014, -278.49046094698014, 47.248129920882825, 47.248129920882825, 2.751756118061174, 3.105825673334786, 35.48821070865796, -42.18190522221081, -28.922489806714776, -28.922489806714776, 0.0, -0.004796514960449351, -0.0027019947890100215, -0.00029480453077723083, 108.52924999999999, 0.6469999999999914, -3576, -35144, 13227, -2938, 363, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -48.85000000000019, ' 64989.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-10-03', ' USD_JPY', 'hold', ' 108.519', ' 109.7635', ' 109.90700000000001', ' 108.517', ' 109.3337054047663', 0.09899999999998954, 0.3580000000000041, 0.35949999999999704, 1.1310000000000002, 0.4329999999999927, 1.2090000000000032, 0.0009027533978633882, 0.0032722303723304964, 0.0032859858871704603, 0.010411248935631605, 0.003960468487750378, 0.011137262849536438, 87.10405926032314, 127.66622489306717, 103.0644995057269, 103.0644995057269, 192.83011591315142, 192.83011591315142, 143.14379675097075, 165.28404647091068, 149.00466639289561, 186.63055611199863, 203.70367626886565, 231.13867535329814, 0.007457480885902838, 0.0, 0.0066582597730138636, 0.008776887835049636, 109.48774999999999, 0.3629999999999711, 30200, -3576, -35144, 13227, -2938, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 124.4499999999988, ' 38059.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-10-05', ' USD_JPY', 'sell', ' 109.7175', ' 109.811', ' 109.90899999999999', ' 109.691', ' 109.80697984137474', 1.2965000000000089, 0.804000000000002, 0.14650000000000318, 0.0, 0.522500000000008, 1.1785000000000139, 0.011947712056914134, 0.0073756731219096205, 0.0013358926544141739, 0.0, 0.004780923884946797, 0.010848502980231644, 168.19028281807218, 113.13458304529657, 76.9450039148682, 93.97975163681194, 94.26846240294934, 138.58296281554652, 55.0458463092496, 55.0458463092496, 125.49667686881082, 142.8342096231463, 148.43922536909622, 171.03564460173735, 0.011574831075634975, 0.009793463667629133, 0.00789345669154036, 0.0, 109.8055, 0.0, 152, 0, 30200, -3576, -35144, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 9.350000000000591, ' 1513.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-10-06', ' USD_JPY', 'sell', ' 109.806', ' 108.876', ' 109.809', ' 108.65', ' 109.18973687645425', -0.8874999999999886, 0.3615000000000066, -0.13100000000000023, -0.5279999999999916, 0.0, -0.4124999999999943, -0.008085565784618646, 0.0033313520312954177, -0.001201757685286268, -0.00482614895250623, 0.0, -0.0037744135933789405, 25.827336271415017, 35.857136220825645, 80.97014170054688, 11.662305013066232, 0.7739306905150386, -28.687955119340682, -142.0754180847373, -142.0754180847373, 19.49956691116771, 19.49956691116771, 37.03878552140221, 42.10788035948865, -0.004157119925363882, 0.0029616459934872765, 0.001195446269288024, -0.0006883828510063114, 109.05275, 0.2259999999999991, -21497, 152, 0, 30200, -3576, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -92.99999999999926, ' 35242.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
