'2014-11-25', ' USD_JPY', 'sell', ' 118.455', ' 117.80799999999999', ' 118.455', ' 117.6905', ' 118.00384101683584', 0.0, -0.058000000000006935, -0.44250000000000966, 1.1689999999999827, 0.930499999999995, 0.0, 0.0, -0.0004920842312457107, -0.0037420560589596632, 0.010022376735054165, 0.00796132703043781, 0.0, 15.369520553364596, 15.369520553364596, 49.36847343564202, 40.811074977194956, 5.026347383351148, 93.32528825552818, 165.353488191804, 165.353488191804, 207.6428274795982, 207.6428274795982, 15.369520553364596, 15.369520553364596, 0.01733584915436456, 0.019144426662052804, 0.017823664089161417, 0.026202090592334457, 117.94037499999999, 0.10599999999999454, -22791, 17144, -1557, 0, 5117, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -64.70000000000056, ' 32906.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-11-26', ' USD_JPY', 'buy', ' 117.8075', ' 117.6215', ' 117.903', ' 117.4415', ' 117.72227137475744', -0.16300000000001091, 0.0, -0.24450000000000216, 0.7424999999999926, 0.9824999999999875, 0.7439999999999998, -0.0013838832783601483, 0.0, -0.0020743895610269474, 0.006352723757047824, 0.008423426126767096, 0.006365639237663364, -52.643653956946956, -52.643653956946956, 39.003241819447545, 39.003241819447545, 28.88522472430277, 24.67963489635822, 180.6064625378716, 171.27999402469428, 152.23354539334804, 152.23354539334804, 180.9999741428632, 180.9999741428632, 0.011580305310685803, 0.015725320702414912, 0.017531035079371933, 0.016212363385027368, 117.64687500000001, 0.40799999999998704, -5780, -22791, 17144, -1557, 0, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -18.600000000000705, ' 26281.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-11-27', ' USD_JPY', 'buy', ' 117.622', ' 117.881', ' 118.004', ' 117.236', ' 117.62335773174625', -0.5775000000000006, 0.09649999999999181, 0.0, -0.2494999999999976, 1.0019999999999953, 1.2419999999999902, -0.0048751250437917126, 0.0008192928611149328, 0.0, -0.0021120709723568224, 0.008572968625672663, 0.010648239439638458, 30.084954514247546, 30.084954514247546, 66.66663601534194, 66.66663601534194, 83.98436406453534, 83.98436406453534, 73.04526247974873, 153.5804914262719, 217.20730363789352, 201.92253640581407, 170.48890816117347, 170.48890816117347, 0.0, 0.013812083422919754, 0.017966243669068793, 0.019775941865997675, 117.7505, 0.05699999999998795, 13190, -5780, -22791, 17144, -1557, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 25.900000000000034, ' 19407.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-11-28', ' USD_JPY', 'hold', ' 117.8775', ' 118.61699999999999', ' 118.771', ' 117.8595', ' 118.37106854400152', 0.8089999999999975, 0.15849999999998943, 0.8324999999999818, 0.36649999999998784, 0.4864999999999924, 1.7379999999999853, 0.006867105799266583, 0.0013380213323652538, 0.007067992817390928, 0.0030993526454432567, 0.004118326765737828, 0.014870079312793447, 121.1903046186642, 209.96525173407386, 103.64816555240618, 103.64816555240618, 405.05728503115125, 405.05728503115125, 70.61207372419234, 171.71763733779684, 123.5253687568327, 222.2686784855371, 321.01546953236544, 288.831635413535, 0.01488310410472497, 0.0, 0.020141904966673698, 0.024322002063894288, 118.466125, -0.27700000000001523, 14001, 13190, -5780, -22791, 17144, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 73.94999999999925, ' 21147.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-11-30', ' USD_JPY', 'sell', ' 118.7525', ' 118.8615', ' 118.9245', ' 118.7005', ' 118.85460628434065', 0.9805000000000064, 1.240000000000009, 1.0535000000000139, 0.0, 0.9955000000000069, 0.6110000000000042, 0.008317710233201334, 0.010542290312570483, 0.008942516637240374, 0.0, 0.008446031934569824, 0.005166997179715978, 211.65361827426858, 224.17261570235289, 307.69224102009923, 196.3167243506955, 153.17198781269084, 266.2429861607074, 71.87496791296472, 71.87496791296472, 165.07411696055746, 131.93424991104035, 90.43371784080149, 195.40976261667944, 0.01696198632774067, 0.01905451864299245, 0.016975037967102383, 0.0, 118.83700000000002, 0.0, 1273, 0, 14001, 13190, -5780, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 10.900000000000887, ' 2912.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-12-01', ' USD_JPY', 'buy', ' 118.859', ' 118.3185', ' 119.1455', ' 117.86449999999999', ' 118.4292574108636', -0.29849999999999, 0.4375, 0.6970000000000027, 0.5339999999999918, 0.0, 0.45250000000000057, -0.002516502693543, 0.0037113699408725747, 0.005925787377307743, 0.004533703500885021, 0.0, 0.0038391054248044436, 50.35654960432822, 127.11317120538571, 140.9505024804027, 137.70938206781128, 190.03246153142624, 115.33024326622824, 267.8159688202585, 267.8159688202585, 35.44105890389904, 35.44105890389904, 105.43656173129406, 84.96710801348176, 0.0015914602917959577, 0.012316156024606605, 0.014399128936290521, 0.012329148039614147, 118.41175000000001, 0.45400000000000773, -12013, 1273, 0, 14001, 13190, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -54.04999999999944, ' 41257.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-12-02', ' USD_JPY', 'buy', ' 118.319', ' 119.19200000000001', ' 119.28649999999999', ' 118.2235', ' 118.91516335740073', 0.0, 0.575000000000017, 1.311000000000007, 0.7335000000000065, 1.4074999999999989, 0.0, 0.0, 0.004847534501800055, 0.01112138512567765, 0.006192041938738094, 0.01194978965823176, 0.0, 91.11005728033484, 91.11005728033484, 146.18758681430808, 260.06052678200706, 254.68746683756962, 276.7989485130633, 161.1194241759701, 161.1194241759701, 669.4249795747637, 669.4249795747637, 91.11005728033484, 91.11005728033484, 0.007961911366125342, 0.008985824998624483, 0.01978969703710677, 0.021888047737034757, 118.9735, 0.35950000000002547, 19586, -12013, 1273, 0, 14001, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 87.30000000000047, ' 23822.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-12-03', ' USD_JPY', 'hold', ' 119.1945', ' 119.8615', ' 119.884', ' 119.12950000000001', ' 119.49957082693747', 1.0, 0.0, 1.2445000000000164, 2.053500000000014, 1.4030000000000058, 2.076999999999998, 0.008413153123593425, 0.0, 0.010491750760852294, 0.017430904522613182, 0.011843810279549427, 0.01763389919726278, 518.3033400431766, 518.3033400431766, 97.01787978557009, 97.01787978557009, 219.63793531125245, 361.9589292531544, 283.9764180540999, 496.4177690917086, 228.03595921679596, 228.03595921679596, 977.24093000423, 977.24093000423, 0.016930242818115546, 0.01362362104177153, 0.014653285984567988, 0.025517843239589676, 119.68412500000001, -0.11699999999997601, 23891, 19586, -12013, 1273, 0, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 66.70000000000016, ' 25407.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-12-04', ' USD_JPY', 'buy', ' 119.862', ' 119.8045', ' 120.253', ' 119.3395', ' 119.7887884064746', 1.4860000000000042, 0.9429999999999978, 0.0, 2.183000000000007, 1.9965000000000117, 1.3460000000000036, 0.01255932081627137, 0.007933603395548583, 0.0, 0.018559532058339732, 0.016947066413146916, 0.011362629106395941, 151.44417240872994, 151.44417240872994, 492.85692283175354, 492.85692283175354, 50.9031142963207, 50.9031142963207, 512.0258912186573, 336.96175503697833, 276.5205655303393, 483.29780646464104, 222.33880836193828, 222.33880836193828, 0.0, 0.016446642797753423, 0.013141593481634344, 0.014170768768438351, 119.800375, 0.6525000000000034, 618, 23891, 19586, -12013, 1273, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -5.749999999999034, ' 34226.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-12-05', ' USD_JPY', 'hold', ' 119.80000000000001', ' 121.4725', ' 121.6875', ' 119.705', ' 120.97949454650615', 2.2804999999999893, 3.1539999999999964, 2.61099999999999, 3.5914999999999964, 3.850999999999999, 3.664500000000004, 0.019132995503053807, 0.026656862620807367, 0.02196674280570235, 0.030467166040328775, 0.03274061289815212, 0.031105697405948696, 305.64437388105904, 608.2662521678934, 281.65493507767775, 281.65493507767775, 1237.4994475449435, 1237.4994475449435, 551.6275323401636, 639.9286065306856, 873.4559320788844, 585.7379068765532, 494.7023551730086, 867.2293443935491, 0.031311420433078954, 0.0, 0.03059830655150762, 0.027247242083542938, 121.084375, 0.45999999999999375, 28432, 618, 23891, 19586, -12013, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 167.24999999999852, ' 36307.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-12-07', ' USD_JPY', 'sell', ' 121.581', ' 121.61449999999999', ' 121.851', ' 121.536', ' 121.71310413914576', 1.809999999999988, 1.752999999999986, 2.422499999999985, 0.0, 2.9975000000000023, 3.7334999999999923, 0.015107946696492937, 0.014625213266978854, 0.02032435062755877, 0.0, 0.025270408120252597, 0.03167177068399481, 249.04211833145874, 299.1340190209726, 329.3571465398094, 313.69998757246816, 319.0027921916497, 637.5450308550088, 24.920627009322125, 24.920627009322125, 411.95826528159245, 628.7668449094949, 570.1171132659989, 662.5396179047268, 0.0323110484856716, 0.026642241797760327, 0.03251701200073001, 0.0, 121.654, 0.0, -2278, 0, 28432, 618, 23891, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 3.3499999999989427, ' 4542.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-12-08', ' USD_JPY', 'sell', ' 121.61', ' 120.6425', ' 121.69999999999999', ' 120.205', ' 121.02902684980889', -0.8299999999999983, 0.8379999999999939, 0.7809999999999917, 1.7809999999999917, 0.0, 2.025500000000008, -0.0068328222437177, 0.006994728912519929, 0.006515853714495411, 0.014983825713119821, 0.0, 0.017075967188514365, 47.28877441166329, 130.15236311510034, 142.63818909269946, 190.24393101853605, 200.53012584093827, 214.98513791056578, 866.9638986768683, 866.9638986768683, 29.26421208935055, 29.26421208935055, 305.320866119487, 480.8277154069487, 0.025684079866350972, 0.02406033546108928, 0.01843683652924862, 0.024264652819343716, 120.7975, 0.4375, -13345, -2278, 0, 28432, 618, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -96.75000000000011, ' 32179.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-12-09', ' USD_JPY', 'sell', ' 120.6385', ' 119.3545', ' 121.0055', ' 117.9345', ' 119.60244830843713', 0.0, -2.117999999999995, -0.45000000000000284, 1.0360000000000014, 0.492999999999995, 0.0, 0.0, -0.01743604519541456, -0.003756119344431994, 0.008756027163968453, 0.004147684489931517, 0.0, 46.239008588765685, 46.239008588765685, -17.67969646004035, 4.594469697073964, 1.6420359450426534, 45.953361731356246, 116.31536953041629, 116.31536953041629, 291.9641553731569, 291.9641553731569, 46.239008588765685, 46.239008588765685, 0.012499893960858844, 0.014733700896519803, 0.013127291864729126, 0.007563830370973808, 119.41225, 1.8575000000000017, -5095, -13345, -2278, 0, 28432, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -128.39999999999918, ' 67748.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-12-10', ' USD_JPY', 'buy', ' 119.35499999999999', ' 117.6', ' 119.9195', ' 117.5985', ' 118.76102843630004', -4.014499999999998, 0.0, -3.8725000000000023, -1.592000000000013, -0.7185000000000059, -1.2615000000000123, -0.03301004403257834, 0.0, -0.031879643540719114, -0.013356601114168844, -0.006072592198177004, -0.01061319266541321, -1249.5234128497214, -1249.5234128497214, 0.06462731302738646, 0.06462731302738646, -106.17906147898817, -166.43916695038624, -58.65474518770167, -190.19903280293772, -20.647929691808528, -20.647929691808528, -491.294423529303, -491.294423529303, -0.008573813197096504, -0.002383759893451921, -0.0001827897110647559, -0.0017655846801575312, 118.1795, 1.4214999999999947, -67361, -5095, -13345, -2278, 0, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -175.49999999999955, ' 67449.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-12-11', ' USD_JPY', 'sell', ' 117.6', ' 119.0015', ' 119.55799999999999', ' 117.437', ' 118.61161201535116', -1.6410000000000053, -2.6129999999999995, 0.0, -0.8600000000000136, -0.19050000000001432, 0.6829999999999927, -0.013602171705659328, -0.02148592478692919, 0.0, -0.007174947752197442, -0.0015982616282973212, 0.005772554587828553, -80.50166685607667, -80.50166685607667, -804.6029191736849, -804.6029191736849, 73.76237275990694, 73.76237275990694, -16.964875153762804, 48.327660240624226, 73.18908060309685, 98.77426529560792, 88.75877527253863, 88.75877527253863, 0.0, 0.003241525245116659, 0.009505348614280441, 0.011732548896247672, 118.7495, -0.9165000000000134, 27738, -67361, -5095, -13345, -2278, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 140.14999999999986, ' 58367.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-12-12', ' USD_JPY', 'hold', ' 119.0015', ' 118.8115', ' 119.205', ' 118.0535', ' 118.6079260391198', -0.5430000000000064, -1.831000000000003, -2.8029999999999973, -0.9930000000000092, -1.0500000000000114, -0.38050000000001205, -0.004549472370124347, -0.015177072756284087, -0.023048238491298303, -0.008288503353379958, -0.008760110627682878, -0.0031923283441842743, 28.557472205878337, -309.85786141439377, -93.21069610630876, -93.21069610630876, -864.9203603427509, -864.9203603427509, -57.79966526549985, -14.877212121857845, -42.147111710126346, 29.03154765239241, 55.31514061005266, 59.598434657917544, -0.00042065765617976694, 0.0, 0.001639731235826273, 0.007893553668530085, 118.72037499999999, 0.45649999999999125, 16830, 27738, -67361, -5095, -13345, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -18.999999999999773, ' 53170.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-12-14', ' USD_JPY', 'sell', ' 118.678', ' 118.172', ' 118.72', ' 117.77850000000001', ' 118.1963103448276', -0.8294999999999959, 0.5720000000000027, -1.1825000000000045, 0.0, -3.3004999999999995, -1.6325000000000074, -0.006970500371844018, 0.004863945578231316, -0.00990746054819889, 0.0, -0.02717075881372327, -0.013626366288411598, 34.65346371270804, 22.365425575614292, 24.709176014253348, -34.514599987783406, 7.733636999881482, -398.7297149622552, 41.795003526817766, 41.795003526817766, -77.32660391795187, -110.67898446970952, -127.80513105581545, -86.51837598765866, -0.008557621316866989, -0.0012381833779164136, -0.005800869078717747, 0.0, 118.210625, 0.0, -1775, 0, 16830, 27738, -67361, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -50.60000000000002, ' 10817.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-12-15', ' USD_JPY', 'sell', ' 118.172', ' 117.767', ' 119.062', ' 117.56299999999999', ' 118.28021947595506', -1.0444999999999993, -1.234499999999997, 0.1670000000000016, -3.8474999999999966, 0.0, -3.7055000000000007, -0.008791236538550556, -0.010373818817409841, 0.001420068027210898, -0.03163685251347493, 0.0, -0.030504846776019272, -24.880588373375225, -0.6873629610458613, 15.558697993460683, 5.788083412563151, 7.259801496776959, -53.75711997484695, -1196.5075566642781, -1196.5075566642781, 13.609071807267153, 13.609071807267153, -97.75535446379048, -150.15953325410467, -0.017474334961601605, -0.011955500369152387, -0.004661147664989028, -0.009208196093773094, 118.03975, 0.20400000000000773, -50942, -1775, 0, 16830, 27738, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -40.500000000000114, ' 69994.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-12-16', ' USD_JPY', 'buy', ' 117.7715', ' 116.62549999999999', ' 117.96600000000001', ' 115.57', ' 116.69513341711425', 0.0, -2.186000000000007, -2.3760000000000048, -4.01700000000001, -4.989000000000004, 0.0, 0.0, -0.018398892363113057, -0.019966134880652808, -0.03329672379136714, -0.041023068795250604, 0.0, 44.05258580748759, 44.05258580748759, -124.01214728509473, -68.0646612651337, -38.26025279301078, -40.9354624618145, -239.4314221116128, -239.4314221116128, -1558.8883940037, -1558.8883940037, 44.05258580748759, 44.05258580748759, -0.02653489643544288, -0.026997826658268238, -0.021532485401704972, -0.014308835896330769, 116.69675, 1.2595000000000027, -12446, -50942, -1775, 0, 16830, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -114.6000000000015, ' 104638.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-12-17', ' USD_JPY', 'buy', ' 116.62450000000001', ' 118.771', ' 119.00800000000001', ' 116.44749999999999', ' 117.81082901932854', 0.5990000000000038, 0.0, -0.04049999999999443, -0.5835000000000008, -1.8714999999999975, -2.8434999999999917, 0.005068882645635208, 0.0, -0.0003408760936440869, -0.004888797657398764, -0.01551277534865406, -0.0233812579914401, 105.41687674807496, 105.41687674807496, 90.74399176942008, 90.74399176942008, 62.310024983931996, 58.57396642774438, 27.238683580635556, -315.4861805210207, -95.91972602543683, -95.91972602543683, -877.7774991182607, -877.7774991182607, -0.022239601555907682, -0.00862655409437879, -0.009098000609036311, -0.0035321162494127666, 118.249375, 0.818499999999986, 67497, -12446, -50942, -1775, 0, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 214.6499999999989, ' 82831.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-12-18', ' USD_JPY', 'buy', ' 118.77600000000001', ' 118.95150000000001', ' 119.31299999999999', ' 118.259', ' 118.76574179198245', 1.184500000000014, 0.779500000000013, 0.0, 1.3515000000000157, -0.4029999999999916, -1.6909999999999883, 0.010057995873207385, 0.006596317232508656, 0.0, 0.011492346938775645, -0.003376496068434718, -0.014016619350560443, 92.62841276661776, 92.62841276661776, 124.58840949671843, 124.58840949671843, 65.70208105293516, 65.70208105293516, 58.29383635097689, 2.521311937935716, 33.116247700545856, -290.40194351493807, -83.8461482377156, -83.8461482377156, 0.0, -0.02075366852579791, -0.007119932890667666, -0.00759209587732505, 118.86875, -0.5984999999999872, 15495, 67497, -12446, -50942, -1775, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 17.549999999999955, ' 49342.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
