'2013-01-14', ' EUR_USD', 'sell', ' 1.3358349999999999', ' 1.33771', ' 1.34042', ' 1.333085', ' 1.3368682676448456', 0.0034399999999998876, 0.010419999999999874, 0.03237000000000001, 0.030915000000000026, 0.030825000000000102, 0.03526499999999988, 0.002578188822352213, 0.00785058276638856, 0.024798136883877005, 0.02365711530882811, 0.023586620092816205, 0.02707599937041478, 109.44185927809995, 1146750.1670008928, 140.44792172789906, 1146749.963260298, 572.4882676489979, 274.12601621833227, 1401.5100444924228, 702.3577332298883, 411.93258890299734, 712.0448208249428, 212.81384865636917, 675.4188273505964, 0.013612478168130802, 0.011401525747941588, 0.012143819136540333, 0.009729623646986058, 1.3372312499999999, -0.0038050000000000583, 17348, -1262, 0, 42728, 72930, 0.20551461538461538, 0.09895148148148147, 0.1065631339031339, 155.30587989156456, 1.3033511, 1.3363703999999998, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 18.75000000000071, -67.69999999999942, ' 66450.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-01-15', ' EUR_USD', 'sell', ' 1.33772', ' 1.33095', ' 1.339385', ' 1.32636', ' 1.3340784513933854', -0.0033199999999999896, -0.0033199999999999896, 0.0036599999999999966, 0.0185550000000001, 0.02415500000000015, 0.024065000000000225, -0.002488252002967907, -0.002488252002967907, 0.0027574983613226924, 0.014138273919056457, 0.01848415397977506, 0.018414015005145997, -3319999.9999999898, -1106749.5205289016, 51.93490484981119, -1106722.5066858474, 112.37494860901728, -1106611.8967155104, 262.17312289056787, 341.0527783365019, 1097.7034740012036, 554.0268759566429, 338.5747306052046, 566.150442498992, 0.009534428616939117, 0.00849027653069336, 0.006290496964381652, 0.007029039238533374, 1.33191125, 0.0018800000000001038, -24162, 17348, -1262, 0, 42728, 0.20580153846153845, 0.09908962962962962, 0.10671190883190883, 99.30059292295448, 1.3029542500000002, 1.3379812500000001, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -67.69999999999942, -24.649999999999395, ' 81851.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-01-16', ' EUR_USD', 'buy', ' 1.330965', ' 1.3285', ' 1.332505', ' 1.3256649999999999', ' 1.3287075311935863', -0.007344999999999935, -0.005770000000000053, -0.005770000000000053, 0.020224999999999937, 0.016105000000000036, 0.021705000000000085, -0.0054983924033102155, -0.004324462065399096, -0.004324462065399096, 0.015459287993732156, 0.012271457907108787, 0.016609338113476167, -350.11466055142034, -132.0641709602428, -5770000.000000053, -1923470.8741097373, 31.092887342516264, -1923439.6739244207, 272.968103005936, 264.2464826105697, 240.2395681327771, 310.2594812359089, 987.5960630983161, 500.26791141234304, 0.02000468349911124, 0.007676087319285888, 0.006633857298190064, 0.004438127065014435, 1.3287925, 0.007425000000000237, -12886, -24162, 17348, -1262, 0, 0.2047615384615385, 0.09858888888888889, 0.1061726495726496, 64.93246066381286, 1.3030270000000002, 1.3389580000000003, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -24.649999999999395, 89.20000000000039, ' 75336.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-01-17', ' EUR_USD', 'sell', ' 1.328495', ' 1.337415', ' 1.33875', ' 1.327005', ' 1.334408872284021', -0.0002949999999999342, 0.0015700000000000713, 0.0031449999999999534, 0.032075000000000076, 0.029139999999999944, 0.025020000000000042, -0.00022052612300119923, 0.0011752860548941467, 0.0023570941413656554, 0.024572142123891152, 0.022273604555617086, 0.01906438229344065, 59.031233384684896, 105.22897866359476, 125.32664924537279, 89.74415697498837, 3144999.9999999534, 1048394.7859608611, 567.5261980454599, 271.22711734523926, 379.3510817293424, 362.0333745112521, 320.05085003714436, 422.30937660398223, 0.023360892503931235, 0.02684950228224604, 0.01443817412278716, 0.013388950138094746, 1.33514625, 0.0015000000000000568, 59457, -12886, -24162, 17348, -1262, 0.2043846153846154, 0.0984074074074074, 0.10597720797720799, 97.13334531319548, 1.3028472000000002, 1.3409948, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 89.20000000000039, -54.05000000000104, ' 76952.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-01-18', ' EUR_USD', 'buy', ' 1.33742', ' 1.332015', ' 1.3398349999999999', ' 1.3280349999999999', ' 1.3342157388133866', 0.0010649999999998716, -0.005695000000000006, -0.00383, 0.004724999999999868, 0.026675000000000004, 0.023739999999999872, 0.0008001803223260615, -0.004257275493193597, -0.0028670991020664826, 0.003559885179576331, 0.02043528889025082, 0.018146031988687295, 43.41617338830365, 59.63571994359802, -14.587394854877854, 40.55455953599493, -162.6579915737764, -44.60973768011687, 116.79768771724302, -751607.4025033816, 476.69509343830117, 218.1625278038621, 314.9127098722025, 302.8018303425822, 0.019299124958390583, 0.019228929859934196, 0.022703453888647793, 0.010342238201429075, 1.3329749999999998, 0.003674999999999873, -24232, 59457, -12886, -24162, 17348, 0.20575615384615387, 0.09906777777777777, 0.1066883760683761, 79.73728182252583, 1.3024786, 1.3422849, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -54.05000000000104, 9.449999999999736, ' 74464.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-01-20', ' EUR_USD', 'sell', ' 1.33083', ' 1.331775', ' 1.332455', ' 1.3304200000000002', ' 1.3312679925452606', 0.003274999999999917, 0.0008249999999998536, -0.005935000000000024, -0.002495000000000136, 0.00448499999999985, 0.026434999999999986, 0.0024651863003386652, 0.0006198579961680406, -0.004436686576313269, -0.0018699363697003875, 0.0033790656148994192, 0.020251428746533462, 89.32617944181956, 53.87783571009914, 41.573577170232255, 57.170812548330765, -17.85933388774751, 37.680140908101436, 58.95313523491927, -831705.5013912815, 115.80101411538914, -831608.4152835952, 472.65815545576055, 215.804101602023, 0.014766895637365239, 0.019115469526589865, 0.019045287075756537, 0.022519185071154524, 1.33160625, 0.008750000000000036, 1245, -24232, 59457, -12886, -24162, 0.20492538461538462, 0.09866777777777777, 0.10625760683760685, 62.214439099250015, 1.3021805, 1.3432784999999998, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 9.449999999999736, -8.250000000000757, ' 3756.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-01-21', ' EUR_USD', 'hold', ' 1.331795', ' 1.33097', ' 1.33323', ' 1.33', ' 1.3314793749157114', -0.006445000000000034, 0.0024699999999999722, 1.999999999990898e-05, -0.0033000000000000806, -0.0033000000000000806, 0.0036799999999999056, -0.00481899784285359, 0.001859239744072241, 1.5026860513098897e-05, -0.002473262533070578, -0.002473262533070578, 0.002772566658379032, 33.75875897182618, 28.552376175086994, 77.55734565284098, 45.396258398418865, 35.39320235545202, 48.903102326706396, -3300000.000000081, -1100082.4074384766, 52.10504376823731, -1100055.4277696447, 112.45800474250473, -1099945.1456505235, 0.017347270260457404, 0.014153513233439633, 0.018499458599091717, 0.018429318570494065, 1.3312925, 0.004709999999999992, -17767, 1245, -24232, 59457, -12886, 0.20488846153846155, 0.09864999999999999, 0.10623846153846156, 55.51554218122387, 1.302022, 1.3443680000000002, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -8.250000000000757, 3.1500000000006523, ' 44490.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-01-22', ' EUR_USD', 'hold', ' 1.330975', ' 1.33129', ' 1.337195', ' 1.326685', ' 1.332420352114487', -0.0007249999999998646, -0.006124999999999936, 0.00279000000000007, -0.004554999999999865, -0.0029799999999999827, -0.0029799999999999827, -0.0005442881649229661, -0.004579730300617188, 0.0021001129092962515, -0.0034098267388805326, -0.0022334310147121518, -0.0022334310147121518, 27.58451199566293, 36.75703269454678, 36.483299418481344, 35.605851147187984, 82.235639829828, 48.76781708132409, -201.3225961281915, -62.64799205510425, -2979999.999999983, -993408.5979911536, 54.827266463068426, -993382.1651098826, 0.01987987803943811, 0.01759186715331257, 0.014397342263571642, 0.018744332508159395, 1.331615, -0.004934999999999912, -9619, -17767, 1245, -24232, 59457, 0.2047646153846154, 0.09859037037037037, 0.10617424501424504, 52.675293543514435, 1.3018751999999998, 1.3453807999999998, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 3.1500000000006523, -5.999999999999339, ' 77773.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-01-23', ' EUR_USD', 'buy', ' 1.33127', ' 1.33067', ' 1.335435', ' 1.326435', ' 1.331521042519435', -0.0011049999999999116, -0.0013449999999999296, -0.006745000000000001, -0.007039999999999935, -0.00517499999999993, -0.0036000000000000476, -0.000829719734940145, -0.0010097483887192935, -0.005043311163700124, -0.0052627251048433035, -0.003873952442087166, -0.00269810458153151, 12.2844086285631, 23.64756998783233, 22.330319234584096, 18.4523732465197, 31.204502303088038, 21.939743388745075, -32.923886518249226, 24.44583847551048, -234.3874993333561, -78.0738095895807, -3600000.000000048, -1200089.1037953, 0.002546542202532934, 0.019404906001501583, 0.017117960673405777, 0.01392492351769097, 1.3308024999999999, -0.0016699999999998383, -3711, -9619, -17767, 1245, -24232, 0.20481384615384618, 0.09861407407407408, 0.1061997720797721, 43.292033837453744, 1.3024332999999997, 1.3459151999999999, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -5.999999999999339, 60.99999999999994, ' 63030.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-01-24', ' EUR_USD', 'buy', ' 1.33066', ' 1.33676', ' 1.33929', ' 1.328625', ' 1.3341807268288037', 0.005789999999999962, 0.004985000000000017, 0.004744999999999999, 0.005809999999999871, -0.0009500000000000064, 0.0009149999999999991, 0.00435021074855178, 0.003743124777083229, 0.003562272196634422, 0.004365302979075, -0.0007101688706819912, 0.0006849597071516525, 209.28144639485475, 139.95418884525557, 311.5326028205225, 205.55807393708722, 73.94005135549759, 198.2513668569583, 79.84583611642071, 108.36899323752391, 50.10156644081114, 97.38421115830177, 90.39517892378741, 73.44752716033976, 0.0018661890022258472, 0.007134838656209168, 0.024070357148329176, 0.021772945290554256, 1.33535875, 0.0017049999999998455, 38637, -3711, -9619, -17767, 1245, 0.20471846153846154, 0.09856814814814814, 0.1061503133903134, 63.24341976760248, 1.3034083499999993, 1.34677815, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 60.99999999999994, 95.74999999999889, ' 73518.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-01-25', ' EUR_USD', 'buy', ' 1.33677', ' 1.346345', ' 1.347925', ' 1.334985', ' 1.3432610927325166', 0.015054999999999819, 0.015374999999999917, 0.014569999999999972, 0.01784499999999989, 0.015394999999999825, 0.008634999999999948, 0.011308580399462038, 0.011551725433330516, 0.01094028645979987, 0.013432442604441016, 0.011566925880010386, 0.006455061261409385, 187.0581631002557, 191.4757768395634, 506.0214854029479, 304.7664709093489, 782.5168296398906, 491.8654927143648, 302.3347611876945, 207.38911699108039, 153.43452257564104, 206.8112323360018, 180.77463156603267, 212.1813051097894, 0.009049892450553362, 0.009049892450553362, 0.014356320020492749, 0.031413271638040634, 1.3439, -0.00411000000000028, 57915, 38637, -3711, -9619, -17767, 0.20565538461538463, 0.09901925925925925, 0.10663612535612538, 109.26588273588351, 1.3079379999999996, 1.3466385, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 95.74999999999889, 13.350000000000861, ' 76629.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-01-27', ' EUR_USD', 'sell', ' 1.3451499999999998', ' 1.346485', ' 1.34711', ' 1.3447550000000001', ' 1.3462394757727654', 0.015814999999999912, 0.015194999999999848, 0.015514999999999946, 0.009069999999999911, 0.017984999999999918, 0.015534999999999854, 0.011884990268060384, 0.01141374155893896, 0.011656911876300703, 0.0067817394002608845, 0.013537824614226509, 0.01167211390360258, 222.7753024966404, 159.70280910312783, 188.39021512640227, 192.87587120612986, 510.3557165413039, 307.1737447214488, 165.8563996900814, 370.5357017754396, 304.3815148901261, 208.86417391485125, 154.50937036951618, 208.2490949832412, 0.007964995938900085, 0.009154818739835164, 0.009154818739835164, 0.014461798099887627, 1.34620875, -0.0030200000000002447, 2246, 57915, 38637, -3711, -9619, 0.20713, 0.09972925925925924, 0.10740074074074077, 129.7345449703122, 1.3118653500000004, 1.34667115, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 13.350000000000861, -17.55000000000173, ' 4788.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-01-28', ' EUR_USD', 'buy', ' 1.3464900000000002', ' 1.344735', ' 1.3477350000000001', ' 1.34246', ' 1.3453357156258592', 0.007975000000000065, 0.014064999999999994, 0.01344499999999993, 0.012720000000000065, 0.007319999999999993, 0.016235, 0.005965917591789151, 0.010569863301945632, 0.01009922706547779, 0.009549442010788216, 0.005473245028656022, 0.012220549491908166, 151.05343597340718, 75.1837972465253, 203.33107409917884, 143.2438955595466, 171.7395647995746, 175.37469162405353, 141.52422437098087, 433.70242991825165, 150.95656912244127, 331.962010521776, 278.7970936097373, 190.4259623677198, 0.005251511912148417, 0.006654963712107366, 0.00784324012381298, 0.00784324012381298, 1.34491625, 0.0008349999999999191, -8497, 2246, 57915, 38637, -3711, 0.20715153846153847, 0.09973962962962962, 0.10741190883190885, 124.13062029268274, 1.3161788500000002, 1.3461516500000001, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -17.55000000000173, 40.64999999999985, ' 61827.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-01-29', ' EUR_USD', 'buy', ' 1.34473', ' 1.348795', ' 1.349725', ' 1.34145', ' 1.345925239735545', 0.0024500000000000632, 0.012035000000000018, 0.018124999999999947, 0.017020000000000035, 0.016780000000000017, 0.011379999999999946, 0.0018197415966933167, 0.009003112002154477, 0.013620957863331966, 0.012779936550843826, 0.012597455734357358, 0.00850895197077941, 106.72251373636935, 132.78587782886763, 189.1215272243087, 155.79555020543992, 248.44168398129125, 181.42857498065644, 902.9040341998788, 565.0478793606194, 175.93071245158987, 553.568425658544, 185.52417603936757, 421.4529742302787, 0.013407716292873427, 0.008286549401589292, 0.009694238478266578, 0.010886102512984552, 1.34719125, 0.0013449999999999296, 52999, -8497, 2246, 57915, 38637, 0.2068823076923077, 0.09960999999999999, 0.10727230769230771, 140.52340082338526, 1.31842975, 1.3475407499999998, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 40.64999999999985, 80.40000000000047, ' 68367.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-01-30', ' EUR_USD', 'buy', ' 1.34879', ' 1.35683', ' 1.358775', ' 1.348205', ' 1.354165163602173', 0.010345000000000049, 0.010485000000000078, 0.020070000000000032, 0.025859999999999994, 0.02505500000000005, 0.02481500000000003, 0.007682967132942475, 0.007787751282175132, 0.015013914240402191, 0.019429438680060404, 0.018813237971879674, 0.018629670086297852, 512.7170820772122, 323.6625868815858, 168.81631517530758, 317.98176488576695, 264.4607176679042, 315.3313716401413, 830.6244388718989, 485.054084622655, 1297.7249275221163, 805.0562371984328, 244.02335573427385, 790.7909073760962, 0.021324802408731625, 0.019444757504038394, 0.014293082955199578, 0.01570915787385515, 1.3551600000000001, -0.002875000000000183, 45369, 52999, -8497, 2246, 57915, 0.2075069230769231, 0.09991074074074073, 0.10759618233618236, 198.83895075549813, 1.3209724000000003, 1.3498536, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 80.40000000000047, 43.54999999999887, ' 71790.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-01-31', ' EUR_USD', 'buy', ' 1.35683', ' 1.3611849999999999', ' 1.3618450000000002', ' 1.35412', ' 1.3570518174070605', 0.016449999999999854, 0.014699999999999935, 0.014839999999999964, 0.029894999999999783, 0.03021499999999988, 0.029409999999999936, 0.012232893469716974, 0.010917314340672148, 0.01102243481425635, 0.022455663304013235, 0.022701488388167938, 0.022083309868408656, 354.9695740364994, 238.7517782213539, 697.6349199609582, 430.3636793222374, 202.47138739267763, 418.3586271300451, 328.2556778717606, 339.8857796955772, 965.4499860685831, 559.9374949918894, 1511.7193258317986, 935.1416632573809, 0.0177730921217422, 0.024602935641701056, 0.022716856380780488, 0.01754864656764165, 1.35958375, -0.0026050000000004125, 53994, 45369, 52999, -8497, 2246, 0.20874307692307692, 0.10050592592592592, 0.108237150997151, 203.7962502382508, 1.3231765500000001, 1.3532339500000001, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 43.54999999999887, 28.500000000000192, ' 65123.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-02-01', ' EUR_USD', 'hold', ' 1.3611900000000001', ' 1.3640400000000001', ' 1.37111', ' 1.35863', ' 1.3649654676538443', 0.015245000000000175, 0.019305000000000128, 0.01755500000000021, 0.03337000000000012, 0.03275000000000006, 0.033070000000000155, 0.011302681282181632, 0.014355988354582967, 0.013037649880986575, 0.025077592491000864, 0.02460019980620305, 0.024846540493024, 272.98763761163036, 183.7365275763916, 409.09177077211007, 277.2962587726065, 818.8611948537616, 500.3135344125007, 417.8286907923306, 324.80922467889116, 355.42002454781766, 368.4377040994829, 1053.8373424971894, 609.0286859457792, 0.024042522043670824, 0.019907807225132156, 0.026751975912683572, 0.024861940719035323, 1.364455, -0.007730000000000237, -11300, 53994, 45369, 52999, -8497, 0.20941307692307692, 0.1008285185185185, 0.10858455840455843, 201.4470381250466, 1.3224196, 1.3576658999999998, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 28.500000000000192, 2.0999999999982144, ' 84956.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-02-03', ' EUR_USD', 'sell', ' 1.3643100000000001', ' 1.36452', ' 1.3660299999999999', ' 1.36319', ' 1.3647795998911267', 0.007689999999999975, 0.01572499999999999, 0.01978499999999994, 0.027760000000000007, 0.033849999999999936, 0.03322999999999987, 0.005667622325567665, 0.011658554487524042, 0.01471293600597883, 0.020766629761512917, 0.02543831303027793, 0.024960752352980845, 154.35047918184225, 112.05723427295811, 278.7881717441461, 189.25491330288375, 418.19112433886335, 283.7765917549506, 336.56505799288817, 468.0171795844908, 423.16196486706104, 329.3236695365576, 359.9870600660317, 373.2380276419936, 0.02458748662499298, 0.02440287834596458, 0.02026670853848651, 0.027113285660519338, 1.3645649999999998, -0.013660000000000005, -232, -11300, 53994, 45369, 52999, 0.20985230769230773, 0.10104, 0.10881230769230772, 164.38732729151582, 1.32145665, 1.3616538499999997, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 2.0999999999982144, -134.54999999999995, ' 3674.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-02-04', ' EUR_USD', 'buy', ' 1.364515', ' 1.35106', ' 1.3649', ' 1.349885', ' 1.3566897718687039', -0.01012499999999994, -0.005770000000000053, 0.0022649999999999615, 0.004715000000000025, 0.01429999999999998, 0.020389999999999908, -0.007438371712882481, -0.004252559274190616, 0.0016792766877101128, 0.0035020741340444127, 0.010697507405966651, 0.015323107908046254, -39.61113771989983, -175.7884467929736, 27.010151275766916, -24.419183898671434, 116.13152711145315, 34.51018022244008, 124.22624245562167, 184.99106565511147, 210.359021481277, 200.76737790296224, 273.6080710214351, 202.7311116527779, 0.015094254566218579, 0.014480674288074185, 0.014297887035806638, 0.010202517543170898, 1.35422625, -0.00541500000000017, -60285, -232, -11300, 53994, 45369, 0.20992615384615385, 0.10107555555555554, 0.1088505982905983, 87.789332160374, 1.3219063, 1.3628832, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -134.54999999999995, 72.45000000000168, ' 71472.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-02-05', ' EUR_USD', 'sell', ' 1.35106', ' 1.358305', ' 1.35976', ' 1.34584', ' 1.353694940108542', -0.005735000000000046, -0.0028799999999997716, 0.001475000000000115, 0.011820000000000164, 0.011960000000000193, 0.021545000000000147, -0.004204422157708018, -0.002115803509441973, 0.0010870927087403102, 0.008778411939234499, 0.008883309998551778, 0.016117328465842896, -2.6041458001130398, -39.50941635868093, 54.17405599927502, -40.14369189387095, 95.5525491717205, 49.040819790294165, 575.3471190183268, 359.8013036094796, 180.21499061058336, 351.97852075495774, 278.29087397211225, 344.6176612003408, 0.020292348023345785, 0.020537652989924722, 0.01992078241444701, 0.019737014973555213, 1.3555525000000002, -0.00541999999999998, 65437, -60285, -232, -11300, 53994, 0.2078553846153846, 0.10007851851851851, 0.1077768660968661, 74.8817401418843, 1.3220932499999998, 1.3649422499999997, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 72.45000000000168, -61.1000000000006, ' 82733.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
